country,item_name,veg,non_veg,egg,vegan,quantity_type,quantity,calories_kcal,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,sodium_mg,USD,EUR,GBP,INR,CNY,BRL,JPY,AUD,CAD,SGD,AED,SAR,category
,Ragi,1,0,0,0,g,100,320.75,7.16,1.92,62.47,11.18,0.34,4.75,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Ragi Malt,0,0,0,1,ml,100,85.0,2.0,1.3,16.2,2.1,1.2,10.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
India,Ragi Mudde,1,0,0,0,unit,1,180.0,4.0,1.0,39.0,3.0,0.5,10.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Ragi Porridge,0,0,0,1,ml,100,78.0,1.8,1.2,15.0,2.4,0.5,8.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Ragi Roti,0,0,0,1,unit,1,115.0,2.8,1.2,22.0,2.8,0.4,15.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Raisins,1,0,0,0,g,100,301.15,2.67,0.34,60.48,4.24,59.31,10.57,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Raita,1,0,0,0,g,100,72.0,3.5,3.0,7.0,0.4,4.5,95.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Rajma,0,0,0,1,g,100,150.0,8.0,3.0,23.0,6.0,2.0,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Rajma Chawal,1,0,0,0,unit,1,320.0,9.0,6.0,52.0,6.0,2.0,240.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Rajma Curry,0,0,0,1,g,100,135.0,6.8,3.0,20.0,5.5,1.2,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Rajmah,1,0,0,0,g,100,298.28,19.47,1.69,40.28,17.09,1.94,10.11,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Rambutan,1,0,0,0,unit,1,73.14,0.68,0.16,15.8,1.02,15.8,1.75,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Japan,Ramen,0,1,0,0,ml,100,78.0,3.2,2.7,10.0,0.5,0.9,420.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Ramen (Chicken/Pork),0,1,0,0,unit,1,436.0,15.0,14.0,62.0,2.0,3.0,980.0,1.78,1.62,1.46,54.0,12.96,8.91,178.2,2.75,2.51,2.43,6.64,6.8,meat
,Rani,1,0,0,0,g,100,90.11,18.83,1.49,0.0,0.0,0.0,63.17,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Rasagola,1,0,0,0,unit,1,125.0,2.5,2.0,24.0,0.0,18.0,35.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Rasam,1,0,0,0,g,100,35.0,1.0,1.0,5.0,1.0,1.5,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Rasgulla,1,0,0,0,unit,1,125.0,2.5,2.0,24.0,0.0,18.0,35.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Rasmalai,1,0,0,0,unit,1,150.0,4.0,6.0,20.0,0.0,18.0,65.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Raspberry,0,0,0,1,unit,1,52.0,1.2,0.7,11.9,6.5,4.4,1.0,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Raspberry Juice,0,0,0,1,ml,100,45.0,0.3,0.2,10.5,0.5,8.9,1.0,0.5,0.45,0.4,22.5,3.6,2.48,49.5,0.76,0.7,0.68,1.84,1.89,fruits
France,Ratatouille,0,0,0,1,g,100,72.0,1.7,4.4,7.5,2.4,4.6,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Rava (Semolina),0,0,0,1,g,100,360.0,12.7,1.1,72.8,3.9,0.4,1.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Rava Ladoo,1,0,0,0,unit,1,130.0,2.0,5.0,19.0,0.8,10.0,15.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Raw Banana,0,0,0,1,unit,1,89.0,1.1,0.3,22.8,2.6,12.2,1.0,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Raw Banana Sabzi,0,0,0,1,g,100,125.0,1.5,5.0,20.0,3.0,4.0,120.0,0.55,0.5,0.45,25.0,4.0,2.75,55.0,0.85,0.78,0.75,2.05,2.1,fruits
,Ray fish,0,1,0,0,g,100,83.41,19.03,0.7,0.0,0.0,0.0,105.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Red gram,1,0,0,0,g,100,242.99,16.75,1.29,35.15,12.6,1.31,13.19,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Red snapper,1,0,0,0,g,100,106.12,22.14,1.82,0.0,0.0,0.0,49.43,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Rice,1,0,0,0,g,100,355.45,7.96,1.01,72.7,3.4,0.61,3.08,0.34,0.31,0.28,18.0,2.45,1.68,33.66,0.52,0.47,0.46,1.25,1.29,grains
,Rice & Dal,0,0,0,1,unit,1,240.0,7.0,4.0,42.0,3.0,1.0,140.0,0.2,0.18,0.17,10.8,1.47,1.01,20.2,0.31,0.28,0.28,0.75,0.77,grains
India,Rice Beer,0,0,0,1,ml,100,55.0,0.5,0.0,12.0,0.0,2.0,4.0,0.3,0.28,0.25,16.2,2.2,1.51,30.29,0.47,0.43,0.41,1.13,1.16,grains
,Rice Beer (Handia),0,0,0,1,ml,100,55.0,0.5,0.0,12.0,0.0,2.0,4.0,0.3,0.28,0.25,16.2,2.2,1.51,30.29,0.47,0.43,0.41,1.13,1.16,grains
India,Rice Bhakri,0,0,0,1,unit,1,120.0,2.0,1.0,25.0,1.0,0.3,10.0,0.2,0.18,0.17,10.8,1.47,1.01,20.2,0.31,0.28,0.28,0.75,0.77,grains
,Rice Bowl,0,0,0,1,g,100,145.0,3.0,2.5,27.0,1.1,0.6,120.0,0.34,0.31,0.28,18.0,2.45,1.68,33.66,0.52,0.47,0.46,1.25,1.29,grains
,Rice bran oil,1,0,0,0,ml,100,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.3,0.28,0.25,16.2,2.2,1.51,30.29,0.47,0.43,0.41,1.13,1.16,grains
India,Rice Cakes,0,0,0,1,unit,1,120.0,2.0,1.0,26.0,0.5,1.0,10.0,0.2,0.18,0.17,10.8,1.47,1.01,20.2,0.31,0.28,0.28,0.75,0.77,grains
,Rice Ladoo,1,0,0,0,unit,1,130.0,2.0,4.0,21.0,0.5,10.0,15.0,0.2,0.18,0.17,10.8,1.47,1.01,20.2,0.31,0.28,0.28,0.75,0.77,grains
,Rice Sweet Cake,1,0,0,0,unit,1,150.0,2.0,4.0,27.0,0.5,12.0,20.0,0.2,0.18,0.17,10.8,1.47,1.01,20.2,0.31,0.28,0.28,0.75,0.77,grains
,Ricebean,1,0,0,0,g,100,302.34,19.97,0.74,45.38,13.37,1.33,10.62,0.34,0.31,0.28,18.0,2.45,1.68,33.66,0.52,0.47,0.46,1.25,1.29,grains
,Ridge gourd,1,0,0,0,g,100,14.22,0.95,0.14,1.29,1.83,0.52,5.49,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Ridge Gourd (Turai),0,0,0,1,unit,1,20.0,0.6,0.1,4.4,1.1,1.5,2.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Italy,Risotto,1,0,0,0,g,100,166.0,3.4,5.8,24.0,0.8,1.0,260.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Rista,0,1,0,0,g,100,240.0,16.0,17.0,5.0,0.5,1.0,320.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Roast Chicken,0,1,0,0,g,100,190.0,27.0,8.0,0.0,0.0,0.0,88.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Roasted Papad,0,0,0,1,unit,1,35.0,2.0,0.3,6.0,0.5,0.1,110.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Rogan Josh,0,1,0,0,g,100,260.0,16.0,19.0,4.0,0.5,1.0,340.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Rohu,1,0,0,0,g,100,102.29,19.71,2.39,0.0,0.0,0.0,35.56,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Panama,Ropa Vieja,0,1,0,0,g,100,190.0,18.0,10.0,5.0,0.7,1.6,300.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Rose Milk,1,0,0,0,ml,100,82.0,2.8,2.7,11.5,0.0,10.0,44.0,1.07,0.97,0.87,40.5,7.78,5.35,106.92,1.65,1.51,1.46,3.99,4.08,dairy
India,Roti,0,0,0,1,unit,1,85.0,3.0,0.4,18.0,2.1,0.2,120.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Roti / Phulka,0,0,0,1,unit,1,75.0,2.5,0.4,15.0,2.0,0.2,120.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Royyala Iguru (Prawn Curry),0,1,0,0,g,100,170.0,13.0,11.0,5.0,1.0,2.0,320.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Rugra Curry,0,1,0,0,g,100,120.0,4.0,7.0,10.0,2.0,1.5,160.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Rumali Roti,0,0,0,1,unit,1,105.0,3.0,0.6,21.0,1.0,0.3,130.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Rumex leaves,1,0,0,0,g,100,19.6,1.62,0.33,1.55,1.27,0.45,19.95,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Latvia,Rupjmaize,0,0,0,1,unit,1,80.0,2.4,0.9,15.0,2.0,1.6,140.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Saag,0,0,0,1,g,100,65.0,2.5,3.0,7.0,3.0,1.5,120.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Sabudana Khichdi,1,0,0,0,g,100,138.5,1.2,3.3,26.0,1.1,0.4,135.2,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Sabudana Vada,1,0,0,0,unit,1,192.8,1.8,9.9,24.2,1.0,0.6,150.2,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Austria,Sachertorte,1,0,0,0,unit,1,250.0,4.0,12.0,33.0,1.8,24.0,95.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Sadaya,1,0,0,0,g,100,110.42,20.68,2.97,0.0,0.0,0.0,49.41,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Sadya (meal),1,0,0,0,unit,1,650.0,15.0,18.0,105.0,12.0,10.0,850.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Zimbabwe,Sadza,0,0,0,1,g,100,113.0,2.1,0.3,24.5,1.2,0.1,4.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Safed Maas,0,1,0,0,g,100,240.0,16.0,17.0,4.0,0.5,1.0,340.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Safflower oil,1,0,0,0,ml,100,0.0,0.0,100.01,0.0,0.0,0.0,0.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Safflower oil (blended),1,0,0,0,ml,100,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Safflower seeds,1,0,0,0,g,100,473.47,17.66,30.87,28.15,13.49,2.67,3.05,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Sakin Gata,1,0,0,0,unit,1,140.0,2.0,4.0,24.0,0.5,10.0,20.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Sakinalu,0,0,0,1,unit,1,130.0,2.0,6.0,17.0,1.0,0.5,120.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Salad Bowl,0,0,0,1,g,100,65.0,2.0,3.0,8.0,2.2,3.0,80.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Salak (Snake Fruit),0,0,0,1,unit,1,82.0,0.8,0.4,22.8,2.6,13.0,4.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Saudi Arabia,Saleeg,0,1,0,0,g,100,155.0,7.0,6.0,18.0,0.5,0.7,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Salmon,1,0,0,0,g,100,172.32,20.97,9.86,0.0,0.0,0.0,20.25,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Salsa,0,0,0,1,g,100,36.0,1.5,0.2,7.0,1.5,4.0,430.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Salted Lassi,1,0,0,0,ml,100,62.0,3.0,2.3,7.0,0.0,6.0,85.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
Lithuania,Saltibarsciai,1,0,0,0,ml,100,44.0,1.7,2.0,4.8,0.8,2.0,110.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Samai,1,0,0,0,g,100,346.32,10.13,3.89,56.43,7.72,0.37,4.77,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Sambar,1,0,0,0,g,100,80.0,3.0,2.5,11.0,2.5,2.0,220.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Samosa,1,0,0,0,unit,1,145.0,3.0,7.0,18.0,2.0,1.0,160.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Panama,Sancocho,0,1,0,0,ml,100,58.0,4.8,2.0,5.5,0.6,0.9,220.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Sandesh,1,0,0,0,unit,1,110.0,3.0,4.0,16.0,0.0,14.0,30.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Sangada,1,0,0,0,g,100,105.88,20.26,2.67,0.0,0.0,0.0,77.82,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Sankata parai,1,0,0,0,g,100,103.73,21.87,1.68,0.0,0.0,0.0,22.33,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Sannas,1,0,0,0,unit,1,120.0,2.5,1.5,24.0,0.5,3.0,40.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Sanpiau,0,1,0,0,unit,1,260.0,9.0,8.0,38.0,2.0,1.0,230.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Santula,0,0,0,1,g,100,70.0,2.0,2.5,10.0,3.0,2.0,110.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Sapota,1,0,0,0,unit,1,73.37,0.92,1.26,12.3,9.6,12.3,4.61,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Sapota (Chikoo),0,0,0,1,unit,1,83.0,0.4,1.1,19.9,5.3,14.7,12.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Sardine,1,0,0,0,g,100,152.25,17.91,8.99,0.0,0.0,0.0,38.49,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Sarson Da Saag,1,0,0,0,g,100,90.0,3.0,5.0,9.0,3.0,1.5,140.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Sarson Ka Saag,1,0,0,0,g,100,95.0,3.0,5.0,9.0,3.0,1.5,140.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Sarva Pindi,1,0,0,0,unit,1,180.0,5.0,6.0,26.0,3.0,1.0,140.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Sattu Drink,1,0,0,0,ml,100,70.0,3.0,1.0,12.0,1.5,2.0,35.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
India,Sattu Paratha,1,0,0,0,unit,1,220.0,7.0,7.0,30.0,4.0,1.5,180.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Germany,Sauerkraut,0,0,0,1,g,100,27.0,0.9,0.1,6.1,2.9,1.8,661.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Sausage,0,1,0,0,g,100,300.0,12.0,25.0,2.0,0.0,1.0,900.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Savory Dalia,0,0,0,1,g,100,110.0,3.5,2.4,19.0,2.7,1.5,140.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Sawhchiar,0,1,0,0,unit,1,310.0,10.0,9.0,46.0,2.0,1.0,250.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
China,Scallion Pancakes,0,0,0,1,unit,1,160.0,3.8,6.0,22.8,1.3,0.8,210.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Germany,Schnitzel,0,1,0,0,g,100,231.0,18.0,12.0,11.0,0.4,0.6,320.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Scrambled Eggs,0,0,1,0,g,100,149.0,10.0,11.0,2.0,0.0,1.0,140.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
Ecuador,Seco de Pollo,0,1,0,0,g,100,178.0,15.0,9.1,7.0,0.8,1.5,300.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Sel Roti,1,0,0,0,unit,1,170.0,3.0,5.0,28.0,0.5,8.0,40.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Sepu Vadi,1,0,0,0,g,100,150.0,6.0,7.0,16.0,3.0,2.0,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
China,Sesame Chicken,0,1,0,0,g,100,241.0,12.4,12.8,18.0,0.9,8.0,445.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Set Dosa,1,0,0,0,unit,1,150.0,3.5,3.0,27.0,1.0,1.0,140.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Sev Khamani,1,0,0,0,g,100,220.0,7.0,10.0,25.0,3.0,3.0,240.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Sev Puri,0,0,0,1,plate,1,240.0,5.0,10.0,33.0,2.5,4.0,380.0,0.99,0.9,0.81,45.0,7.2,4.95,99.0,1.52,1.39,1.35,3.69,3.77,general
,Sha Phaley,0,1,0,0,unit,1,240.0,9.0,10.0,28.0,1.5,1.0,280.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Shahi Paneer,1,0,0,0,g,100,230.0,9.0,17.0,10.0,1.0,4.0,250.0,1.19,1.08,0.97,45.0,8.64,5.94,118.8,1.84,1.67,1.62,4.43,4.54,dairy
India,Shahi Shikanji (Indore),1,0,0,0,ml,100,95.0,2.5,3.0,14.0,0.0,12.0,45.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Shallots,0,0,0,1,unit,1,72.0,2.5,0.1,16.8,3.2,7.9,12.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Shark,1,0,0,0,g,100,96.72,21.98,0.79,0.0,0.0,0.0,82.73,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Shawarma,0,1,0,0,unit,1,280.0,15.0,12.0,28.0,2.0,2.0,520.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
United Arab Emirates,Shawarma Plate,0,1,0,0,g,100,190.0,14.0,10.0,9.0,0.8,1.0,340.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Shawarma Wrap,0,1,0,0,unit,1,330.0,16.0,12.0,38.0,2.0,2.0,430.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Sheep,1,0,0,0,g,100,127.48,17.54,6.35,0.0,0.0,0.0,83.33,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Sheermal,1,0,0,0,unit,1,180.0,4.0,5.0,29.0,1.0,6.0,110.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Cyprus,Sheftalia,0,1,0,0,unit,1,220.0,11.0,18.0,2.0,0.1,0.4,310.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Shelavu,1,0,0,0,g,100,106.6,22.46,1.74,0.0,0.0,0.0,38.73,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
United Kingdom,Shepherd’s Pie,0,1,0,0,g,100,154.0,8.0,7.0,14.0,1.5,1.8,220.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Shiitake mushroom,1,0,0,0,g,100,58.08,3.19,0.76,4.51,3.02,0.2,9.3,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Shrikhand,1,0,0,0,g,100,160.8,4.0,5.5,23.9,0.8,19.6,36.6,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Shrimp Scampi,0,1,0,0,g,100,190.0,18.0,12.0,4.0,0.2,0.5,300.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Shukto,1,0,0,0,g,100,85.0,2.0,4.0,10.0,3.0,2.0,120.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Siddu,1,0,0,0,unit,1,170.0,4.0,3.0,30.0,1.0,2.0,90.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Silan,1,0,0,0,g,100,151.29,22.72,6.68,0.0,0.0,0.0,29.39,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Silk fish,0,1,0,0,g,100,97.51,20.65,1.53,0.0,0.0,0.0,41.57,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Silver carp,1,0,0,0,g,100,132.65,21.71,5.17,0.0,0.0,0.0,19.6,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Singju,0,0,0,1,g,100,80.0,2.5,4.0,9.0,3.0,1.5,120.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Singori,1,0,0,0,unit,1,160.0,2.0,5.0,24.0,0.5,16.0,30.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Singri Ki Sabzi,0,0,0,1,g,100,120.0,3.0,6.0,12.0,3.0,2.0,150.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Latvia,Sklandrausis,1,0,0,0,unit,1,130.0,2.5,4.5,19.0,1.0,6.0,95.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Skyu,1,0,0,0,unit,1,250.0,6.0,5.0,42.0,2.0,2.0,180.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Smoked Meat,0,1,0,0,g,100,280.0,20.0,20.0,2.0,0.0,0.5,420.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Smoked Meat Snacks,0,1,0,0,g,100,340.0,24.0,24.0,3.0,0.0,0.5,520.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Smoked Pork,0,1,0,0,g,100,300.0,19.0,24.0,2.0,0.0,0.5,430.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
